field_1,Endhaltestelle,Langname,Xkoordinat,Ykoordinat,lon,lat,elevation
0,PLRE01,Platz der Republik,22639500,21197200,22639.5,21197.2,0
1,NBAD01,Nord.Botschaften/Adenauer-Stiftg,21386900,20260500,21386.9,20260.5,0
2,LTZP01,Lützowplatz,21422600,19791700,21422.6,19791.7,0
3,NBAD02,Nord.Botschaften/Adenauer-Stiftg,21413700,20261300,21413.7,20261.3,0
4,HDKW03,Haus der Kulturen der Welt,22194900,21203500,22194.9,21203.5,0
5,ZOOJ03,S+U Zoologischer Garten/Jebensstr.,20055000,19987400,20055,19987.4,0
6,GSTN03,Großer Stern,21380000,20962100,21380,20962.1,0
7,GSTN04,Großer Stern,21394800,20950000,21394.8,20950,0
8,HDKW01,Haus der Kulturen der Welt,22200500,21198700,22200.5,21198.7,0
9,SLBE01,Schloss Bellevue,21600700,21102800,21600.7,21102.8,0
10,SLBE02,Schloss Bellevue,21582900,21111900,21582.9,21111.9,0
11,LTZP03,Lützowplatz,21390900,19797400,21390.9,19797.4,0
12,SCIL03,Schillstr.,21188300,19641600,21188.3,19641.6,0
13,ZOOH01,Hertzallee,20066000,20332600,20066,20332.6,0
14,ZOO08,S+U Zoologischer Garten,20156900,20002400,20156.9,20002.4,0
15,RTAG01,Reichstag/Bundestag,23104700,21209200,23104.7,21209.2,0
16,ZOOH05,Hertzallee,20083900,20279000,20083.9,20279,0
17,BRPL01,Breitscheidplatz,20409400,19810200,20409.4,19810.2,0
18,BAY01,Bayreuther Str.,20895100,19723800,20895.1,19723.8,0
19,SCIL04,Schillstr.,21176700,19623900,21176.7,19623.9,0
20,BAY02,Bayreuther Str.,20853000,19762100,20853,19762.1,0
21,BRPL02,Breitscheidplatz,20376900,19835300,20376.9,19835.3,0
22,RTAG02,Reichstag/Bundestag,22909700,21218200,22909.7,21218.2,0
23,PLRE03,Platz der Republik,22688800,21220000,22688.8,21220,0
24,UMUI01,U Museumsinsel,24624700,21187900,24624.7,21187.9,0
25,UMUI02,U Museumsinsel,24619200,21203400,24619.2,21203.4,0
26,SUBT01,S+U Brandenburger Tor,23510900,21062300,23510.9,21062.3,0
27,SUBT02,S+U Brandenburger Tor,23429800,21091500,23429.8,21091.5,0
28,MEMH07,Memhardstr.,25451100,21882600,25451.1,21882.6,0
29,ALXM05,S+U Alexanderplatz/Memhardstr.,25372700,21762800,25372.7,21762.8,0
30,UUDL01,U Unter den Linden,23988900,21111100,23988.9,21111.1,0
31,STOP01,Staatsoper,24313300,21171400,24313.3,21171.4,0
32,UUDL02,U Unter den Linden,23897900,21143100,23897.9,21143.1,0
33,STOP02,Staatsoper,24425200,21166800,24425.2,21166.8,0
34,SPMK02,Spandauer Str./Marienkirche,25138100,21538400,25138.1,21538.4,0
35,MEMH02,Memhardstr.,25444600,21903500,25444.6,21903.5,0
36,SPMK03,Spandauer Str./Marienkirche,25115300,21549700,25115.3,21549.7,0
37,ALXM15A,S+U Alexanderplatz/Memhardstr.,25328600,21694200,25328.6,21694.2,0
38,ZOOJ03B,S+U Zoologischer Garten/Jebensstr.,20055000,19987400,20055,19987.4,0
39,UOSL04B,U Osloer Str.,22726000,25557200,22726,25557.2,0
40,MAWI01B,Mäckeritzwiesen,15881100,24840200,15881.1,24840.2,0
41,ZOOH01B,Hertzallee,20066000,20332600,20066,20332.6,0
42,ZOOH05B,Hertzallee,20083900,20279000,20083.9,20279,0
43,MICH01B,Michelangelostr.,28209800,23913100,28209.8,23913.1,0
44,MEMH07B,Memhardstr.,25451100,21882600,25451.1,21882.6,0
45,ALXM05B,S+U Alexanderplatz/Memhardstr.,25372700,21762800,25372.7,21762.8,0
46,ALXM15BA,S+U Alexanderplatz/Memhardstr.,25328600,21694200,25328.6,21694.2,0
47,BF C E,Betriebshof Cicerostr. Einsetzen,18093600,18420100,18093.6,18420.1,0
48,BF M E,Betriebshof Müllerstr. Einsetzen,20500200,25994700,20500.2,25994.7,0
49,BF S E,Betriebshof Spandau Einsetzen,9961300,21181900,9961.3,21181.9,0
50,BF I E,Betriebshof Indira-Gandhi-Str. Einsetzen,29534700,24204700,29534.7,24204.7,0
51,BF C A,Betriebshof Cicerostr. Aussetzen,18093600,18420100,18093.6,18420.1,0
52,BF M A,Betriebshof Müllerstr. Aussetzen,20500200,25994700,20500.2,25994.7,0
53,BF I A,Betriebshof Indira-Gandhi-Str. Aussetzen,29534700,24204700,29534.7,24204.7,0
54,HHWD01,Hermann-Hesse-Str./Waldstr.,24863000,28200200,24863,28200.2,0
55,KUCK04,Kuckhoffstr.,24935500,28536300,24935.5,28536.3,0
56,DZMI01,Dietzgenstr./Mittelstr.,24862900,29312800,24862.9,29312.8,0
57,ZION01,Zionsfriedhof,24934700,29790800,24934.7,29790.8,0
58,NOEA01,Nordend-Arena,24918300,30463600,24918.3,30463.6,0
59,BOTA01,Botanischer Volkspark,24776600,30943000,24776.6,30943,0
60,REVB01,Revierförsterei Blankenfelde,24664800,31255200,24664.8,31255.2,0
61,BLKI01,Blankenfelde Kirche,24101800,32400400,24101.8,32400.4,0
62,AMWA01,Am Wäldchen,23720600,33244400,23720.6,33244.4,0
63,LBSH01,Lübarser Weg,23562500,33723800,23562.5,33723.8,0
64,GURK01,Gurkensteig,23432200,34113400,23432.2,34113.4,0
65,GURK02,Gurkensteig,23448300,34028100,23448.3,34028.1,0
66,LBSH02,Lübarser Weg,23563600,33687200,23563.6,33687.2,0
67,AMWA02,Am Wäldchen,23685700,33316699,23685.7,33316.699,0
68,BLKI02,Blankenfelde Kirche,24088500,32383500,24088.5,32383.5,0
69,REVB02,Revierförsterei Blankenfelde,24666300,31218200,24666.3,31218.2,0
70,BOTA02,Botanischer Volkspark,24795900,30860100,24795.9,30860.1,0
71,NOEA02,Nordend-Arena,24878100,30632700,24878.1,30632.7,0
72,LILW01,Liliensteinweg,24912300,30261600,24912.3,30261.6,0
73,ZION02,Zionsfriedhof,24929100,29734300,24929.1,29734.3,0
74,KUCK05,Kuckhoffstr.,24921400,28577100,24921.4,28577.1,0
75,HHWD02,Hermann-Hesse-Str./Waldstr.,24796200,28189900,24796.2,28189.9,0
76,HABE01,Hauptstr./Berliner Str.,24385600,32516300,24385.6,32516.3,0
77,MFWG01,Möllersfelder Weg,24655600,32817600,24655.6,32817.6,0
78,ARKE02,Arkenberge,24745600,34875600,24745.6,34875.6,0
79,ARKE01,Arkenberge,24730200,34867700,24730.2,34867.7,0
80,ARKE03,Arkenberge,24751000,34842100,24751,34842.1,0
81,MFWG02,Möllersfelder Weg,24652900,32818699,24652.9,32818.699,0
82,HABE02,Hauptstr./Berliner Str.,24314200,32492300,24314.2,32492.3,0
83,SDKI03,"Schildow, Kirche",23164900,34348700,23164.9,34348.7,0
84,SDKI04,"Schildow, Kirche",23224200,34340200,23224.2,34340.2,0
85,HBLL01,Heinrich-Böll-Str.,24838100,28967500,24838.1,28967.5,0
86,DZMI02,Dietzgenstr./Mittelstr.,24877800,29411100,24877.8,29411.1,0
87,HBLL02,Heinrich-Böll-Str.,24842800,29006600,24842.8,29006.6,0
88,LILW02,Liliensteinweg,24923000,30268200,24923,30268.2,0
89,HHWD03,Hermann-Hesse-Str./Waldstr.,24715700,28278000,24715.7,28278,0
90,GAPN05,Grabbeallee/Pastor-Niemöller-Pl.,24583600,28056200,24583.6,28056.2,0
91,STGR59,Schildower Str.,23392100,34190200,23392.1,34190.2,0
92,STGR60,Schildower Str.,23386400,34190700,23386.4,34190.7,0
93,HHWD02B,Hermann-Hesse-Str./Waldstr.,24796200,28189900,24796.2,28189.9,0
94,ARKE01B,Arkenberge,24730200,34867700,24730.2,34867.7,0
95,SDKI03B,"Schildow, Kirche",23164900,34348700,23164.9,34348.7,0
96,HHWD03B,Hermann-Hesse-Str./Waldstr.,24715700,28278000,24715.7,28278,0
97,GAPN05B,Grabbeallee/Pastor-Niemöller-Platz,24583600,28056200,24583.6,28056.2,0
98,BF I E,Betriebshof Indira-Gandhi-Str. Einsetzen,29534700,24204700,29534.7,24204.7,0
99,BF I A,Betriebshof Indira-Gandhi-Str. Aussetzen,29534700,24204700,29534.7,24204.7,0
100,MONM01,Monumentenstr.,23104200,17910300,23104.2,17910.3,0
101,UATH01,U Alt-Tempelhof,23660700,15460800,23660.7,15460.8,0
102,UATH03,U Alt-Tempelhof,23556700,15412800,23556.7,15412.8,0
103,PRRT01,Prinzenstr./Ritterstr.,25267400,19208400,25267.4,19208.4,0
104,DUKB03,Dudenstr./Katzbachstr.,23088400,17541100,23088.4,17541.1,0
105,UMED08,U Mehringdamm,23926200,18402200,23926.2,18402.2,0
106,HORN01,Hornstr.,23551700,18469500,23551.7,18469.5,0
107,WLMS01,Wilmsstr.,24935000,18671100,24935,18671.1,0
108,BADR01,Badener Ring,23162400,17224300,23162.4,17224.3,0
109,DUKB04,Dudenstr./Katzbachstr.,23102500,17528300,23102.5,17528.3,0
110,VIKP01,Viktoriapark,23151900,18058500,23151.9,18058.5,0
111,KRWA01,Kreuzberg/Wasserfall,23494200,18148400,23494.2,18148.4,0
112,HORN03,Hornstr.,23563300,18474900,23563.3,18474.9,0
113,UGS03,U Gneisenaustr.,24339500,18265800,24339.5,18265.8,0
114,UPR01,U Prinzenstr.,25163600,19095500,25163.6,19095.5,0
115,UKBT01,U Kottbusser Tor,25851600,19166000,25851.6,19166,0
116,ADOR02,Adalbertstr./Oranienstr.,26016000,19396400,26016,19396.4,0
117,WAAD01,Waldemarstr./Adalbertstr.,26124300,19573500,26124.3,19573.5,0
118,MAPL01,Mariannenplatz,26353800,19466900,26353.8,19466.9,0
119,WAMA01,Waldemarstr./Manteuffelstr.,26578200,19367500,26578.2,19367.5,0
120,WRNG01,Wrangelstr.,26722300,19595900,26722.3,19595.9,0
121,MAKO01,Manteuffelstr./Köpenicker Str.,26852100,19840800,26852.1,19840.8,0
122,MAKO02,Manteuffelstr./Köpenicker Str.,26845100,19832400,26845.1,19832.4,0
123,WRNG02,Wrangelstr.,26738500,19631600,26738.5,19631.6,0
124,WAMA02,Waldemarstr./Manteuffelstr.,26564600,19376200,26564.6,19376.2,0
125,MAPL02,Mariannenplatz,26344800,19477600,26344.8,19477.6,0
126,WAAD02,Waldemarstr./Adalbertstr.,26117500,19579300,26117.5,19579.3,0
127,ADOR03,Adalbertstr./Oranienstr.,25985700,19343000,25985.7,19343,0
128,PRRT02,Prinzenstr./Ritterstr.,25257800,19217800,25257.8,19217.8,0
129,UPR04,U Prinzenstr.,25149700,19084100,25149.7,19084.1,0
130,UGS04,U Gneisenaustr.,24332900,18306900,24332.9,18306.9,0
131,KRWA02,Kreuzberg/Wasserfall,23479500,18128200,23479.5,18128.2,0
132,VIKP02,Viktoriapark,23099200,18006500,23099.2,18006.5,0
133,MONM02,Monumentenstr.,23094600,17812100,23094.6,17812.1,0
134,BADR02,Badener Ring,23140100,17267800,23140.1,17267.8,0
135,GNBW02,Gneisenaustr./Baerwaldstr.,24569400,18188800,24569.4,18188.8,0
136,SGZD01,Segitzdamm,25667000,19250500,25667,19250.5,0
137,SGZD02,Segitzdamm,25653900,19267600,25653.9,19267.6,0
138,GNBW03,Gneisenaustr./Baerwaldstr.,24733800,18213900,24733.8,18213.9,0
139,URBW02,Urbanstr./Baerwaldstr.,24904400,18523600,24904.4,18523.6,0
140,URBW03,Urbanstr./Baerwaldstr.,24876900,18523400,24876.9,18523.4,0
141,UKBT02,U Kottbusser Tor,25927100,19211200,25927.1,19211.2,0
142,UMED01,U Mehringdamm,23756800,18492500,23756.8,18492.5,0
143,RUMY01,Rumeyplan,23166500,16506500,23166.5,16506.5,0
144,BERP03,Berlinickeplatz,23217800,15455800,23217.8,15455.8,0
145,SUTF03,S+U Tempelhof,23715900,16034900,23715.9,16034.9,0
146,UATH06,U Alt-Tempelhof,23691100,15501300,23691.1,15501.3,0
147,BERP04,Berlinickeplatz,23218500,15471900,23218.5,15471.9,0
148,SUTF04,S+U Tempelhof,23696200,16007100,23696.2,16007.1,0
149,UKBT03,U Kottbusser Tor,25937300,19216300,25937.3,19216.3,0
150,UTHR01,U Tempelhof/Ringbahnstr.,23710500,15767000,23710.5,15767,0
151,UTHR02,U Tempelhof/Ringbahnstr.,23692200,15771100,23692.2,15771.1,0
152,WLMS02,Wilmsstr.,25012200,18727200,25012.2,18727.2,0
153,SUTF01,S+U Tempelhof,23742200,16154000,23742.2,16154,0
154,RINB01,Ringbahnstr.,23184000,15689600,23184,15689.6,0
155,RINB02,Ringbahnstr.,23193000,15682400,23193,15682.4,0
156,BCHO01,Boelckestr./Hoeppnerstr.,23186800,16198300,23186.8,16198.3,0
157,RUMY02,Rumeyplan,23144800,16541200,23144.8,16541.2,0
158,BCHO02,Boelckestr./Hoeppnerstr.,23172200,16196200,23172.2,16196.2,0
159,WHFF01,Wüsthoffstr.,23114600,16932600,23114.6,16932.6,0
160,WHFF02,Wüsthoffstr.,23096200,16854400,23096.2,16854.4,0
161,UATH08,U Alt-Tempelhof,23711000,15506800,23711,15506.8,0
162,UMED06,U Mehringdamm,23805000,18477800,23805,18477.8,0
163,SOSB01,S Ostbahnhof,26849200,20362000,26849.2,20362,0
164,SOSB02,S Ostbahnhof,27033600,20283500,27033.6,20283.5,0
165,SOSB03,S Ostbahnhof,26985700,20308000,26985.7,20308,0
166,BTHD01,Bethaniendamm,26636000,20035300,26636,20035.3,0
167,BTHD02,Bethaniendamm,26645600,20013700,26645.6,20013.7,0
168,SOSB04,S Ostbahnhof,26944200,20336900,26944.2,20336.9,0
169,UATH03B,U Alt-Tempelhof,23556700,15412800,23556.7,15412.8,0
170,UMED08B,U Mehringdamm,23926200,18402200,23926.2,18402.2,0
171,UKBT02B,U Kottbusser Tor,25927100,19211200,25927.1,19211.2,0
172,UMED01B,U Mehringdamm,23756800,18492500,23756.8,18492.5,0
173,SUTF03B,S+U Tempelhof,23715900,16034900,23715.9,16034.9,0
174,SUTF04B,S+U Tempelhof,23696200,16007100,23696.2,16007.1,0
175,SUTF01B,S+U Tempelhof,23742200,16154000,23742.2,16154,0
176,UMED06B,U Mehringdamm,23805000,18477800,23805,18477.8,0
177,SOSB01B,S Ostbahnhof,26849200,20362000,26849.2,20362,0
178,SOSB02B,S Ostbahnhof,27033600,20283500,27033.6,20283.5,0
179,SOSB03B,S Ostbahnhof,26985700,20308000,26985.7,20308,0
180,BF I E,Betriebshof Indira-Gandhi-Str. Einsetzen,29534700,24204700,29534.7,24204.7,0
181,BF I A,Betriebshof Indira-Gandhi-Str. Aussetzen,29534700,24204700,29534.7,24204.7,0
182,UOSL01N,U Osloer Str.,23004400,25557000,23004.4,25557,0
183,GRAN01,Granatenstr.,23300200,26869700,23300.2,26869.7,0
184,GRAN02,Granatenstr.,23291400,26854200,23291.4,26854.2,0
185,PAPI01,Papierstr.,23225400,26452400,23225.4,26452.4,0
186,RWSO02,Ritterlandweg/Soldiner Str.,23142600,25917900,23142.6,25917.9,0
187,DRNT01,Drontheimer Str.,23145200,25616600,23145.2,25616.6,0
188,UOSL04,U Osloer Str.,22726000,25557200,22726,25557.2,0
189,SSNL04,S Schönholz,23359400,27220100,23359.4,27220.1,0
190,RERE02,Residenzstr./Reginhardstr.,22693500,25908000,22693.5,25908,0
191,MICK02,Mickestr.,22884200,26140000,22884.2,26140,0
192,PARE04,Pankower Allee/Reginhardstr.,22922900,26367400,22922.9,26367.4,0
193,UOSL07,U Osloer Str.,22876400,25637600,22876.4,25637.6,0
194,FRHL01,Frühlingstr.,23405600,27494100,23405.6,27494.1,0
195,FRHL02,Frühlingstr.,23389400,27432600,23389.4,27432.6,0
196,SSNL01,S Schönholz,23351400,27209600,23351.4,27209.6,0
197,PAPI02,Papierstr.,23242700,26519400,23242.7,26519.4,0
198,HHWD01,Hermann-Hesse-Str./Waldstr.,24863000,28200200,24863,28200.2,0
199,HHWD02,Hermann-Hesse-Str./Waldstr.,24796200,28189900,24796.2,28189.9,0
200,SBU04,S Buch,30888700,34573400,30888.7,34573.4,0
201,BCAC01,Bucher Chaussee/Achillesstr.,30706900,32416400,30706.9,32416.4,0
202,OSSI02,Ossietzkyplatz,25085700,28308100,25085.7,28308.1,0
203,PABL01,Pasewalker Str/Blankenburger Weg,26804000,29207300,26804,29207.3,0
204,IDAS01,Idastr.,25531600,28394100,25531.6,28394.1,0
205,LNDB01,Lindenberger Str.,25871600,28560200,25871.6,28560.2,0
206,BKGK01,Blankenburger Str./Grumbkowstr.,26232000,28742100,26232,28742.1,0
207,LNDB02,Lindenberger Str.,25935700,28595300,25935.7,28595.3,0
208,IDAS02,Idastr.,25545900,28406900,25545.9,28406.9,0
209,OSSI03,Ossietzkyplatz,25097600,28316000,25097.6,28316,0
210,SBUR01,S Buch/Röbellweg,30938600,34561500,30938.6,34561.5,0
211,SBU01,S Buch,30963300,34481500,30963.3,34481.5,0
212,BLWE03,Blankenburger Weg,27185000,29503900,27185,29503.9,0
213,ROEB01,Röbellweg,31220300,34889500,31220.3,34889.5,0
214,SBU02,S Buch,30894000,34547500,30894,34547.5,0
215,ABWI01,Alt-Buch/Wiltbergstr.,31321400,34162200,31321.4,34162.2,0
216,ABWI02,Alt-Buch/Wiltbergstr.,31295800,34193400,31295.8,34193.4,0
217,BLWE04,Blankenburger Weg,27147400,29477400,27147.4,29477.4,0
218,SHZH01,Schönholzer Heide Süd,23716900,27366600,23716.9,27366.6,0
219,SHZH02,Schönholzer Heide Süd,23687100,27348800,23687.1,27348.8,0
220,PABL02,Pasewalker Str/Blankenburger Weg,26871700,29272200,26871.7,29272.2,0
221,ALBL01,Alt-Blankenburg,28487200,29567700,28487.2,29567.7,0
222,TRSB01,Treseburger Str.,29265300,29976800,29265.3,29976.8,0
223,BC4501,Blankenburger Chaussee/Straße 45,29599700,30593500,29599.7,30593.5,0
224,BEUT01,Beuthener Str.,29865500,30914000,29865.5,30914,0
225,AKRW02,Alt-Karow,30311700,31554500,30311.7,31554.5,0
226,AK7401,Alt-Karow/Straße 74,30459400,31920500,30459.4,31920.5,0
227,NERT01,Nerthusweg,30897000,32777100,30897,32777.1,0
228,KACH01,Karower Chaussee,31202700,33206300,31202.7,33206.3,0
229,THBR01,Theodor-Brugsch-Str.,31442600,33686800,31442.6,33686.8,0
230,THBR02,Theodor-Brugsch-Str.,31464900,33777500,31464.9,33777.5,0
231,KACH02,Karower Chaussee,31184600,33194199,31184.6,33194.199,0
232,NERT02,Nerthusweg,30845300,32694000,30845.3,32694,0
233,AK7402,Alt-Karow/Straße 74,30458400,31925800,30458.4,31925.8,0
234,AKRW03,Alt-Karow,30306300,31549700,30306.3,31549.7,0
235,BEUT02,Beuthener Str.,29902200,30967500,29902.2,30967.5,0
236,BC4502,Blankenburger Chaussee/Straße 45,29549300,30533200,29549.3,30533.2,0
237,TRSB02,Treseburger Str.,29246100,29967900,29246.1,29967.9,0
238,KDGE01,Karower Damm/Georgenstr.,28887400,29667100,28887.4,29667.1,0
239,ALBL02,Alt-Blankenburg,28339600,29556100,28339.6,29556.1,0
240,HOMY01,Homeyerstr.,24216000,27643500,24216,27643.5,0
241,BKGK02,Blankenburger Str./Grumbkowstr.,26241000,28743300,26241,28743.3,0
242,HJUR01,Hans-Jürgen-Str.,26551200,28940500,26551.2,28940.5,0
243,BCAC02,Bucher Chaussee/Achillesstr.,30634200,32296700,30634.2,32296.7,0
244,HJUR02,Hans-Jürgen-Str.,26591000,28978200,26591,28978.2,0
245,HOMY02,Homeyerstr.,24221200,27665200,24221.2,27665.2,0
246,BC4201,Blankenburger Chaussee/Straße 42,30112100,31227800,30112.1,31227.8,0
247,BC4202,Blankenburger Chaussee/Straße 42,30047600,31147900,30047.6,31147.9,0
248,FRUN01,Frundsbergstr.,30229800,31687200,30229.8,31687.2,0
249,PANI01,Pastor-Niemöller-Platz,24526500,28050300,24526.5,28050.3,0
250,MANN02,Heinrich-Mann-Str.,24047300,27531800,24047.3,27531.8,0
251,PANI02,Pastor-Niemöller-Platz,24524800,28032600,24524.8,28032.6,0
252,MANN03,Heinrich-Mann-Str.,24065800,27536800,24065.8,27536.8,0
253,ALBL03,Alt-Blankenburg,28415900,29604700,28415.9,29604.7,0
254,KDGE02,Karower Damm/Georgenstr.,28901900,29665500,28901.9,29665.5,0
255,SBB01,S Blankenburg,27561400,29356600,27561.4,29356.6,0
256,WAMM01,Waldammerweg,27923200,29333000,27923.2,29333,0
257,KSTG01,Krugstege,28252100,29383300,28252.1,29383.3,0
258,FRUN02,Frundsbergstr.,30189900,31707100,30189.9,31707.1,0
259,AKBH01,Alt-Karow/Bahnhofstr.,30183400,31404000,30183.4,31404,0
260,KSTG02,Krugstege,28290200,29387600,28290.2,29387.6,0
261,WAMM02,Waldammerweg,27864100,29323700,27864.1,29323.7,0
262,SBB02,S Blankenburg,27593900,29339600,27593.9,29339.6,0
263,ALTB02,Alt-Buch,31707100,34446100,31707.1,34446.1,0
264,BCAC04,Bucher Chaussee/Achillesstr.,30715100,32325200,30715.1,32325.2,0
265,LSSB01,Lossebergplatz,30858600,32231200,30858.6,32231.2,0
266,FRKZ01,Forkenzeile,31120900,32037100,31120.9,32037.1,0
267,HFZD02,Hofzeichendamm,31132400,31708700,31132.4,31708.7,0
268,HFZD01,Hofzeichendamm,31136100,31710500,31136.1,31710.5,0
269,HFZD03,Hofzeichendamm,31139700,31748800,31139.7,31748.8,0
270,FRKZ02,Forkenzeile,31079900,32068000,31079.9,32068,0
271,LSSB02,Lossebergplatz,30880300,32219100,30880.3,32219.1,0
272,UOSL03D,U Osloer Str.,22970000,25561700,22970,25561.7,0
273,UOSL01BN,U Osloer Str.,23004400,25557000,23004.4,25557,0
274,UOSL04B,U Osloer Str.,22726000,25557200,22726,25557.2,0
275,HHWD02B,Hermann-Hesse-Str./Waldstr.,24796200,28189900,24796.2,28189.9,0
276,SBU02B,S Buch,30894000,34547500,30894,34547.5,0
277,ALBL01B,Alt-Blankenburg,28487200,29567700,28487.2,29567.7,0
278,FRUN01B,Frundsbergstr.,30229800,31687200,30229.8,31687.2,0
279,SUPA06B,S+U Pankow,25476400,26705700,25476.4,26705.7,0
280,ALBL03B,Alt-Blankenburg,28415900,29604700,28415.9,29604.7,0
281,KSTG02B,Krugstege,28290200,29387600,28290.2,29387.6,0
282,HFZD01B,Hofzeichendamm,31136100,31710500,31136.1,31710.5,0
283,UOSL03BD,U Osloer Str.,22970000,25561700,22970,25561.7,0
284,BF M E,Betriebshof Müllerstr. Einsetzen,20500200,25994700,20500.2,25994.7,0
285,BF I E,Betriebshof Indira-Gandhi-Str. Einsetzen,29534700,24204700,29534.7,24204.7,0
286,BF M A,Betriebshof Müllerstr. Aussetzen,20500200,25994700,20500.2,25994.7,0
287,BF I A,Betriebshof Indira-Gandhi-Str. Aussetzen,29534700,24204700,29534.7,24204.7,0
288,UEWP04,U Elsterwerdaer Platz,35618200,19926700,35618.2,19926.7,0
289,BLWE01,Blankenburger Weg,27184500,29551800,27184.5,29551.8,0
290,BLWE02,Blankenburger Weg,27170900,29580900,27170.9,29580.9,0
291,BART01,Barther Str.,31392300,26259300,31392.3,26259.3,0
292,PRPL01,Prerower Platz,31917000,26278600,31917,26278.6,0
293,SHOH01,S Hohenschönhausen,32443500,26620400,32443.5,26620.4,0
294,ZDKW01,Zu den Krugwiesen,33197699,25800100,33197.699,25800.1,0
295,KLTT01,Klettwitzer Str.,33605800,25430400,33605.8,25430.4,0
296,BOXB01,Boxberger Str.,34155400,25232700,34155.4,25232.7,0
297,OTRO01,Otto-Rosenberg-Str.,34606000,25156900,34606,25156.9,0
298,WFLS01,Walter-Felsenstein-Str.,35052200,25192900,35052.2,25192.9,0
299,SRWS02,S Raoul-Wallenberg-Str.,34805100,24900700,34805.1,24900.7,0
300,WFLS02,Walter-Felsenstein-Str.,35029200,25225400,35029.2,25225.4,0
301,OTRO02,Otto-Rosenberg-Str.,34473400,25185100,34473.4,25185.1,0
302,BOXB02,Boxberger Str.,34037500,25289800,34037.5,25289.8,0
303,KLTT02,Klettwitzer Str.,33559000,25454600,33559,25454.6,0
304,ZDKW02,Zu den Krugwiesen,33155500,25860500,33155.5,25860.5,0
305,SHOH02,S Hohenschönhausen,32383800,26588300,32383.8,26588.3,0
306,HDST01,Heinersdorfer Str.,28339300,29285800,28339.3,29285.8,0
307,ALBL01,Alt-Blankenburg,28487200,29567700,28487.2,29567.7,0
308,ALBL02,Alt-Blankenburg,28339600,29556100,28339.6,29556.1,0
309,HDST02,Heinersdorfer Str.,28322500,29250200,28322.5,29250.2,0
310,MADF01,Malchow/Dorfstr.,30325000,28067700,30325,28067.7,0
311,ORTN01,Ortnitstr.,30340600,27471300,30340.6,27471.3,0
312,PREN03,Prendener Str.,32814000,26848500,32814,26848.5,0
313,PRPL02,Prerower Platz,31757600,26219500,31757.6,26219.5,0
314,ORTN02,Ortnitstr.,30348800,27526500,30348.8,27526.5,0
315,MADF03,Malchow/Dorfstr.,30335800,28176700,30335.8,28176.7,0
316,ELOF01,Elisabethstr./Oberfeldstr.,35491300,22998000,35491.3,22998,0
317,BDEL01,Blumberger Damm/Elisabethstr.,35960500,22918800,35960.5,22918.8,0
318,CCBD01,Cecilienstr./Blumberger Damm,35948800,22366000,35948.8,22366,0
319,BUCK01,Buckower Ring,35905300,21952600,35905.3,21952.6,0
320,RWUK01,Rapsweg/Unfallkrankenhaus,35812300,21267400,35812.3,21267.4,0
321,SLPB01,Schlosspark Biesdorf,35693500,20439100,35693.5,20439.1,0
322,SLPB02,Schlosspark Biesdorf,35710100,20455600,35710.1,20455.6,0
323,RWUK02,Rapsweg/Unfallkrankenhaus,35839200,21355700,35839.2,21355.7,0
324,BUCK02,Buckower Ring,35936500,22067700,35936.5,22067.7,0
325,CCBD02,Cecilienstr./Blumberger Damm,35948900,22505600,35948.9,22505.6,0
326,BDEL02,Blumberger Damm/Elisabethstr.,35910300,23025000,35910.3,23025,0
327,ELOF02,Elisabethstr./Oberfeldstr.,35554800,23003500,35554.8,23003.5,0
328,HELI01,Heliosstr.,35421900,23091500,35421.9,23091.5,0
329,ADWG01,Adersleber Weg,35584300,23408400,35584.3,23408.4,0
330,AMAR03,Alt-Marzahn,35835500,23902300,35835.5,23902.3,0
331,MAAU01,Malchower Aue,30350700,28371300,30350.7,28371.3,0
332,AMAR04,Alt-Marzahn,35808900,23897400,35808.9,23897.4,0
333,ADWG03,Adersleber Weg,35510500,23311900,35510.5,23311.9,0
334,HELI02,Heliosstr.,35403400,23103100,35403.4,23103.1,0
335,MAAU02,Malchower Aue,30350000,28339900,30350,28339.9,0
336,UEWP08,U Elsterwerdaer Platz,35619700,19945900,35619.7,19945.9,0
337,SRWS03,S Raoul-Wallenberg-Str.,34838900,24814300,34838.9,24814.3,0
338,PADS01,Paul-Dessau-Str.,35212300,24622800,35212.3,24622.8,0
339,JAPE01,Jan-Petersen-Str.,35643000,24462700,35643,24462.7,0
340,JAPE02,Jan-Petersen-Str.,35658300,24489400,35658.3,24489.4,0
341,PADS02,Paul-Dessau-Str.,35207400,24645700,35207.4,24645.7,0
342,ALTS01,Altentreptower Str.,35760100,20879200,35760.1,20879.2,0
343,ALTS02,Altentreptower Str.,35777800,20898000,35777.8,20898,0
344,PREN04,Prendener Str.,32904900,26772200,32904.9,26772.2,0
345,VVGS01,Vincent-van-Gogh-Str.,33137300,26460100,33137.3,26460.1,0
346,SEEH01,Seehausener Str.,33127400,26097300,33127.4,26097.3,0
347,SEEH02,Seehausener Str.,33163600,26115200,33163.6,26115.2,0
348,VVGS02,Vincent-van-Gogh-Str.,33200100,26392800,33200.1,26392.8,0
349,DAPI01,Darßer Str./Piesporter Str.,30015000,26646000,30015,26646,0
350,SABO01,Saaler Bogen,30482600,26556800,30482.6,26556.8,0
