field_1,Endhaltestelle,Langname,Xkoordinat,Ykoordinat,lon,lat,elevation
3376,MAKO03,Manteuffelstr./Köpenicker Str.,26884300,19845300,26884.3,19845.3,0
3377,BAKH01,Baumschulenstr./Königsheideweg,29894100,14264200,29894.1,14264.2,0
3378,MAHO01,Mahonienweg,30197200,13945600,30197.2,13945.6,0
3379,WWEG01,Westweg,30744100,13760300,30744.1,13760.3,0
3380,OWEG01,Ostweg,31173900,13538800,31173.9,13538.8,0
3381,HAHO01,Haushoferstr.,31470200,13391400,31470.2,13391.4,0
3382,STKH03,Sterndamm/Königsheideweg,31876900,13279400,31876.9,13279.4,0
3383,EHPI01,Engelhardstr./Pilotenstr.,32234500,13296000,32234.5,13296,0
3384,EHPI02,Engelhardstr./Pilotenstr.,32225100,13319100,32225.1,13319.1,0
3385,SDWA01,Segelfliegerdamm/Waldstr.,32200200,13059600,32200.2,13059.6,0
3386,STKH04,Sterndamm/Königsheideweg,31959400,13238000,31959.4,13238,0
3387,HAHO02,Haushoferstr.,31500500,13379100,31500.5,13379.1,0
3388,OWEG02,Ostweg,31188800,13533300,31188.8,13533.3,0
3389,WWEG02,Westweg,30701600,13793500,30701.6,13793.5,0
3390,MAHO02,Mahonienweg,30120600,14041400,30120.6,14041.4,0
3391,BAKH02,Baumschulenstr./Königsheideweg,29883200,14277800,29883.2,14277.8,0
3392,BSKS04,Baumschulenstr./Köpenicker Landstr.,30944600,15850400,30944.6,15850.4,0
3393,LAGR02,Lakegrund,30847200,16105600,30847.2,16105.6,0
3394,EBUA02,Eichbuschallee,30633200,16498200,30633.2,16498.2,0
3395,NKDA02,Neue Krugallee/Dammweg,30388600,16947300,30388.6,16947.3,0
3396,RATR02,Rathaus Treptow,30178300,17333300,30178.3,17333.3,0
3397,MAKO04,Manteuffelstr./Köpenicker Str.,26872600,19864700,26872.6,19864.7,0
3398,RATR01,Rathaus Treptow,30192200,17297200,30192.2,17297.2,0
3399,BSKS01,Baumschulenstr./Köpenicker Landstr.,30928400,15841500,30928.4,15841.5,0
3400,STP04,S Treptower Park,28911100,18336000,28911.1,18336,0
3401,SDWA02,Segelfliegerdamm/Waldstr.,32245700,13094200,32245.7,13094.2,0
3402,SABS05,Sonnenallee/Baumschulenstr.,30166500,14820500,30166.5,14820.5,0
3403,FINS04,Fischerinsel,25195200,20674900,25195.2,20674.9,0
3404,SBAW02,S Baumschulenweg,30760700,15613300,30760.7,15613.3,0
3405,FLBS01,Frauenlobstr.,30465300,15204300,30465.3,15204.3,0
3406,FLBS02,Frauenlobstr.,30403700,15133700,30403.7,15133.7,0
3407,SBAW03,S Baumschulenweg,30771000,15616900,30771,15616.9,0
3408,SSWS17A,S Schöneweide/Sterndamm,32119700,13878900,32119.7,13878.9,0
3409,SSWS18A,S Schöneweide/Sterndamm,32108500,13895200,32108.5,13895.2,0
3410,USTM09B,U Stadtmitte,24084600,20289300,24084.6,20289.3,0
3411,HAWR01B,Hasselwerderstr.,32393500,14162300,32393.5,14162.3,0
3412,ELTP01B,Elsenstr./S Treptower Park,28645000,18369500,28645,18369.5,0
3413,ELTP02B,Elsenstr./S Treptower Park,28658500,18457900,28658.5,18457.9,0
3414,UMM01B,U Märkisches Museum,25373400,20592300,25373.4,20592.3,0
3415,SSWS17BA,S Schöneweide/Sterndamm,32119700,13878900,32119.7,13878.9,0
3416,BF L E,Betriebshof Lichtenberg Einsetzen,31640300,21394700,31640.3,21394.7,0
3417,BF L A,Betriebshof Lichtenberg Aussetzen,31640300,21394700,31640.3,21394.7,0
3418,CHJA01,Chemnitzer Str./Jägerstr.,36541500,17710600,36541.5,17710.6,0
3419,CHJA02,Chemnitzer Str./Jägerstr.,36508300,17621800,36508.3,17621.8,0
3420,PLNZ01,Planitzstr.,37451900,20400400,37451.9,20400.4,0
3421,MYKH02,Myslowitzer Str./Klinikum,37696700,19944500,37696.7,19944.5,0
3422,ADOL01,Adolfstr.,37203700,19782500,37203.7,19782.5,0
3423,AKCH01,Alt-Kaulsdorf/Chemnitzer Str.,37008600,19707500,37008.6,19707.5,0
3424,ACHA01,Achardstr.,36862200,19241900,36862.2,19241.9,0
3425,WRNZ01,Wernitzer Str.,36736500,18830300,36736.5,18830.3,0
3426,GERD01,Gerdastr.,36678400,18546100,36678.4,18546.1,0
3427,HECH01,Heerstr./Chemnitzer Str.,36626500,18175800,36626.5,18175.8,0
3428,DHAL01,Deutschhofer Allee,36195500,16995900,36195.5,16995.9,0
3429,FEUE01,Feuersteiner Str.,36174300,16572099,36174.3,16572.099,0
3430,HODO01,Hoppendorfer Str.,36254300,16305400,36254.3,16305.4,0
3431,KLEI01,Kleinschewskystr.,36437600,15894400,36437.6,15894.4,0
3432,SKOE01,S Köpenick,36917900,14698200,36917.9,14698.2,0
3433,KRKB01,Krkhs. Köpenick/Besuchereingang,37909900,12683800,37909.9,12683.8,0
3434,EBCK01,Erwin-Bock-Str.,38220800,12715100,38220.8,12715.1,0
3435,MGGW02,Müggelschlößchenweg,38517600,12753100,38517.6,12753.1,0
3436,EBCK02,Erwin-Bock-Str.,38227900,12720200,38227.9,12720.2,0
3437,ANEM01,Anemonenstr.,37835500,12997000,37835.5,12997,0
3438,SAWE01,S.-Allende-Str./Wendenschloßstr.,37851200,13216800,37851.2,13216.8,0
3439,BASB04,Bahnhofstr./Seelenbinderstr.,36704900,14255200,36704.9,14255.2,0
3440,SKOE02,S Köpenick,36823600,14510200,36823.6,14510.2,0
3441,KLEI02,Kleinschewskystr.,36423000,15931800,36423,15931.8,0
3442,HODO02,Hoppendorfer Str.,36293300,16225900,36293.3,16225.9,0
3443,FEUE02,Feuersteiner Str.,36180500,16546700,36180.5,16546.7,0
3444,DHAL02,Deutschhofer Allee,36179600,16960000,36179.6,16960,0
3445,HECH02,Heerstr./Chemnitzer Str.,36626600,18156300,36626.6,18156.3,0
3446,GERD02,Gerdastr.,36675200,18506000,36675.2,18506,0
3447,WRNZ02,Wernitzer Str.,36728600,18789900,36728.6,18789.9,0
3448,ACHA02,Achardstr.,36851100,19191100,36851.1,19191.1,0
3449,AKCH02,Alt-Kaulsdorf/Chemnitzer Str.,36994600,19636400,36994.6,19636.4,0
3450,ADOL02,Adolfstr.,37248300,19770100,37248.3,19770.1,0
3451,MYKH03,Myslowitzer Str./Klinikum,37702500,19950200,37702.5,19950.2,0
3452,KDFS01,Kaulsdorfer Str.,36884100,14815100,36884.1,14815.1,0
3453,MHEI01,Mittelheide,37119000,15143700,37119,15143.7,0
3454,FILE01,Filehner Str.,36879900,15312600,36879.9,15312.6,0
3455,SEML01,Semliner Str.,36628300,15481100,36628.3,15481.1,0
3456,FILE02,Filehner Str.,36785700,15369400,36785.7,15369.4,0
3457,MHEI02,Mittelheide,37119500,15134600,37119.5,15134.6,0
3458,SEML02,Semliner Str.,36604500,15506600,36604.5,15506.6,0
3459,PLNZ02,Planitzstr.,37470600,20380600,37470.6,20380.6,0
3460,SKD02,S Kaulsdorf,37546400,20632400,37546.4,20632.4,0
3461,SKD03,S Kaulsdorf,37552700,20636000,37552.7,20636,0
3462,UKDN02,U Kaulsdorf-Nord,37470300,21449800,37470.3,21449.8,0
3463,SKD04,S Kaulsdorf,37546800,20583900,37546.8,20583.9,0
3464,SKD05,S Kaulsdorf,37567100,20589300,37567.1,20589.3,0
3465,ERPE01,Alte Erpe,36790600,13923100,36790.6,13923.1,0
3466,ERPE02,Alte Erpe,36762200,13935000,36762.2,13935,0
3467,BVPK01,Bellevuepark,37200800,13832800,37200.8,13832.8,0
3468,FRKW01,Friedrichshagener Str./Kabelwerk,37548600,13791500,37548.6,13791.5,0
3469,SAWE02,S.-Allende-Str./Wendenschloßstr.,37837600,13252400,37837.6,13252.4,0
3470,ANEM02,Anemonenstr.,37830700,12965700,37830.7,12965.7,0
3471,FRKW02,Friedrichshagener Str./Kabelwerk,37527300,13795200,37527.3,13795.2,0
3472,BVPK02,Bellevuepark,37211500,13836000,37211.5,13836,0
3473,NEWG01,Neuer Weg,37805400,13774600,37805.4,13774.6,0
3474,MGGW04,Müggelschlößchenweg,38471800,12741700,38471.8,12741.7,0
3475,HDGS03,Hellersdorfer Str./Gülzower Str.,37526700,21268600,37526.7,21268.6,0
3476,UKDN06,U Kaulsdorf-Nord,37488700,21504100,37488.7,21504.1,0
3477,MGGW05,Müggelschlößchenweg,38511300,12743800,38511.3,12743.8,0
3478,BASB11,Bahnhofstr./Seelenbinderstr.,36690400,14235900,36690.4,14235.9,0
3479,KRKB03,Krkhs. Köpenick/Besuchereingang,37824300,12711900,37824.3,12711.9,0
3480,SULB01B,S+U Lichtenberg,31467400,20385900,31467.4,20385.9,0
3481,UEWP07B,U Elsterwerdaer Platz,35636900,19890200,35636.9,19890.2,0
3482,SKOE01B,S Köpenick,36917900,14698200,36917.9,14698.2,0
3483,MGGW02B,Müggelschlößchenweg,38517600,12753100,38517.6,12753.1,0
3484,KDFS01B,Kaulsdorfer Str.,36884100,14815100,36884.1,14815.1,0
3485,SKD05B,S Kaulsdorf,37567100,20589300,37567.1,20589.3,0
3486,UKDN06B,U Kaulsdorf-Nord,37488700,21504100,37488.7,21504.1,0
3487,KDFS02B,Kaulsdorfer Str.,36775300,14843300,36775.3,14843.3,0
3488,BF L E,Betriebshof Lichtenberg Einsetzen,31640300,21394700,31640.3,21394.7,0
3489,BF L A,Betriebshof Lichtenberg Aussetzen,31640300,21394700,31640.3,21394.7,0
3490,URUD01,U Rudow,31192400,9816100,31192.4,9816.1,0
3491,KAPA01,Kapaunenstr.,30496500,8193500,30496.5,8193.5,0
3492,NEZD02,Neuköllner Str./Zwickauer Damm,30496100,10741100,30496.1,10741.1,0
3493,KROK01,Krokusstr.,30906200,10365900,30906.2,10365.9,0
3494,ARKO02,Alt-Rudow/Köpenicker Str.,31152600,10078800,31152.6,10078.8,0
3495,KROK02,Krokusstr.,30916000,10363700,30916,10363.7,0
3496,URUD04,U Rudow,31296800,9802300,31296.8,9802.3,0
3497,SEEA01,Seeadlerweg,30767900,8474800,30767.9,8474.8,0
3498,AGRP01,Am Großen Rohrpfuhl,31090700,9406500,31090.7,9406.5,0
3499,LOHW01,Lockenhuhnweg,30952300,9033100,30952.3,9033.1,0
3500,SCEE01,Schneehuhnweg,30822000,8641500,30822,8641.5,0
3501,LEGH01,Leghornweg,30382500,8828100,30382.5,8828.1,0
3502,LAKF01,Lakenfelderweg,30228000,9029700,30228,9029.7,0
3503,ASLW01,Ascherslebener Weg,30086600,9264900,30086.6,9264.9,0
3504,PIRN01,Pirnaer Str.,30379100,9423300,30379.1,9423.3,0
3505,RUFL01,Rudower Fließ,30865200,9595100,30865.2,9595.1,0
3506,ARKO03,Alt-Rudow/Köpenicker Str.,31188800,10044200,31188.8,10044.2,0
3507,URUD07,U Rudow,31281500,9861100,31281.5,9861.1,0
3508,FLEI01,Fleischerstr.,30083400,10276700,30083.4,10276.7,0
3509,ZITT02,Zittauer Str.,29980300,10109000,29980.3,10109,0
3510,FLEI02,Fleischerstr.,30039400,10176300,30039.4,10176.3,0
3511,UZD01,U Zwickauer Damm,30419400,10688100,30419.4,10688.1,0
3512,SCRW01,Schriftsetzerweg,30226200,10446100,30226.2,10446.1,0
3513,NEZD04,Neuköllner Str./Zwickauer Damm,30451200,10753400,30451.2,10753.4,0
3514,UZD02,U Zwickauer Damm,30373600,10656000,30373.6,10656,0
3515,SCRW02,Schriftsetzerweg,30186600,10421400,30186.6,10421.4,0
3516,ZITT03,Zittauer Str.,29971200,10094100,29971.2,10094.1,0
3517,URUD01B,U Rudow,31192400,9816100,31192.4,9816.1,0
3518,URUD04B,U Rudow,31296800,9802300,31296.8,9802.3,0
3519,URUD07B,U Rudow,31281500,9861100,31281.5,9861.1,0
3520,ZITT02B,Zittauer Str.,29980300,10109000,29980.3,10109,0
3521,BF B E,Betriebshof Britz Einsetzen,27061100,14134900,27061.1,14134.9,0
3522,BF B A,Betriebshof Britz Aussetzen,27061100,14134900,27061.1,14134.9,0
3523,HCKU01,Heckmannufer,28035300,18899200,28035.3,18899.2,0
3524,EISB01,Eisenbahnstr.,27042200,19734100,27042.2,19734.1,0
3525,USTR06,U Schlesisches Tor,27450600,19415400,27450.6,19415.4,0
3526,FLCK01,Falckensteinstr.,27686200,19212600,27686.2,19212.6,0
3527,TABO01,Taborstr.,27874000,19042600,27874,19042.6,0
3528,TABO02,Taborstr.,27914600,19013900,27914.6,19013.9,0
3529,HCKU02,Heckmannufer,28031200,18888800,28031.2,18888.8,0
3530,FLCK02,Falckensteinstr.,27696900,19216500,27696.9,19216.5,0
3531,USTR01,U Schlesisches Tor,27495700,19390500,27495.7,19390.5,0
3532,EISB02,Eisenbahnstr.,27089100,19711900,27089.1,19711.9,0
3533,FINS01,Fischerinsel,25122600,20745800,25122.6,20745.8,0
3534,UHEH01,U Heinrich-Heine-Str.,25859900,20436400,25859.9,20436.4,0
3535,SUJB02N,S+U Jannowitzbrücke,25919600,20884000,25919.6,20884,0
3536,KLSC01,Köpenicker Landstr./Schnellerstr.,31328700,15265700,31328.7,15265.7,0
3537,UHEH03N,U Heinrich-Heine-Str.,25852900,20430300,25852.9,20430.3,0
3538,MKCH01,Michaelkirchstr.,26154100,20299800,26154.1,20299.8,0
3539,MKCH02,Michaelkirchstr.,26165500,20306400,26165.5,20306.4,0
3540,ALXS02,Alexanderstr.,25910500,21263000,25910.5,21263,0
3541,MAGN01,Magnusstr.,33531100,11390100,33531.1,11390.1,0
3542,ORVE01,Ortolfstr./Venusstr.,33536000,8677800,33536,8677.8,0
3543,VENU01,Venusstr.,33212100,8807500,33212.1,8807.5,0
3544,UHEH04,U Heinrich-Heine-Str.,25805700,20450800,25805.7,20450.8,0
3545,MAGN02,Magnusstr.,33516699,11403000,33516.699,11403,0
3546,SSWS07,S Schöneweide/Sterndamm,32124500,14018900,32124.5,14018.9,0
3547,HERK01,Herkomerstr.,29015900,17834800,29015.9,17834.8,0
3548,KLIN01,Klingerstr.,29417000,17389700,29417,17389.7,0
3549,BULG01,Bulgarische Str.,30050400,17463600,30050.4,17463.6,0
3550,ALTR01,Alt-Treptow,29928400,17780200,29928.4,17780.2,0
3551,SOWJ01,Sowjetisches Ehrenmal,29402100,18089500,29402.1,18089.5,0
3552,ELTP01,Elsenstr./S Treptower Park,28645000,18369500,28645,18369.5,0
3553,SPW02,S Plänterwald,29864400,16894700,29864.4,16894.7,0
3554,KLDA01,Köpenicker Landstr./Dammweg,30061300,16677599,30061.3,16677.599,0
3555,EIKL01,Eichbuschal./Köpenicker Landstr.,30356900,16349300,30356.9,16349.3,0
3556,KLSP01,Köpenicker Landstr./Sportplatz,30635700,16041300,30635.7,16041.3,0
3557,BSKS02,Baumschulenstr./Köpenicker Landstr.,30941400,15703600,30941.4,15703.6,0
3558,KHOS01,Karlshorster Str.,31604400,14961500,31604.4,14961.5,0
3559,SSW01,S Schöneweide,32185200,14304400,32185.2,14304.4,0
3560,SSW02,S Schöneweide,32169900,14350200,32169.9,14350.2,0
3561,KHOS02,Karlshorster Str.,31682800,14903500,31682.8,14903.5,0
3562,MGGB02,Marggraffbrücke,31094300,15564500,31094.3,15564.5,0
3563,BSKS03,Baumschulenstr./Köpenicker Landstr.,30860100,15823400,30860.1,15823.4,0
3564,KLSP02,Köpenicker Landstr./Sportplatz,30675000,16027600,30675,16027.6,0
3565,EIKL02,Eichbuschal./Köpenicker Landstr.,30346000,16390900,30346,16390.9,0
3566,KLDA02,Köpenicker Landstr./Dammweg,30007900,16767300,30007.9,16767.3,0
3567,SPW03,S Plänterwald,29772600,17028900,29772.6,17028.9,0
3568,WNST01,Walther-Nernst-Str.,33832400,11656700,33832.4,11656.7,0
3569,WNST02,Walther-Nernst-Str.,33849600,11643400,33849.6,11643.4,0
3570,BTHD01,Bethaniendamm,26636000,20035300,26636,20035.3,0
3571,BTHD02,Bethaniendamm,26645600,20013700,26645.6,20013.7,0
3572,ELTP02,Elsenstr./S Treptower Park,28658500,18457900,28658.5,18457.9,0
3573,EIPU05,Eichenstr./Puschkinallee,28351400,18608700,28351.4,18608.7,0
3574,RETE01,Rethelstr.,29209900,17619800,29209.9,17619.8,0
3575,BOHN01,Bohnsdorfer Weg,34117700,10004000,34117.7,10004,0
3576,UMMI02,U Märkisches Museum/Inselstr.,25406000,20608800,25406,20608.8,0
3577,KPAD01,Köpenicker Str./Adalbertstr.,26409300,20178100,26409.3,20178.1,0
3578,KPAD02,Köpenicker Str./Adalbertstr.,26402000,20194800,26402,20194.8,0
3579,SAH06,S Adlershof,34156900,11941100,34156.9,11941.1,0
3580,EIPU02,Eichenstr./Puschkinallee,28434500,18560600,28434.5,18560.6,0
3581,MAKO03,Manteuffelstr./Köpenicker Str.,26884300,19845300,26884.3,19845.3,0
3582,SAH12,S Adlershof,34228000,11998100,34228,11998.1,0
3583,KOPE01,Köpenicker Str./Schule,34033600,10191200,34033.6,10191.2,0
3584,BOHN02,Bohnsdorfer Weg,34099000,10019800,34099,10019.8,0
3585,MAKO04,Manteuffelstr./Köpenicker Str.,26872600,19864700,26872.6,19864.7,0
3586,SCWA02,"Schönefeld, Waltersdorfer Ch.",32710000,7713500,32710,7713.5,0
3587,RDWG01,Rudower Chaussee/Wegedornstr.,33290000,11259600,33290,11259.6,0
3588,WOMA01,Wolfmarsteig,33945800,9475100,33945.8,9475.1,0
3589,ANNF01,Anne-Frank-Str.,33803300,9098800,33803.3,9098.8,0
3590,VENU02,Venusstr.,33121300,8741800,33121.3,8741.8,0
3591,SIRI02,Siriusstr.,32924199,8267100,32924.199,8267.1,0
3592,SIRI03,Siriusstr.,32958600,8321799,32958.6,8321.799,0
3593,ORVE02,Ortolfstr./Venusstr.,33622000,8695900,33622,8695.9,0
3594,WOMA02,Wolfmarsteig,33959900,9508900,33959.9,9508.9,0
3595,STP04,S Treptower Park,28911100,18336000,28911.1,18336,0
3596,KOPE02,Köpenicker Str./Schule,34034800,10187900,34034.8,10187.9,0
3597,ANNF02,Anne-Frank-Str.,33824800,9149900,33824.8,9149.9,0
3598,BER102,Flughafen BER - Terminal 1-2,32092100,4273600,32092.1,4273.6,0
3599,BER105,Flughafen BER - Terminal 1-2,32162200,4120000,32162.2,4120,0
3600,PFAR01,Pfarrwöhrde,33544600,10565700,33544.6,10565.7,0
3601,ALSF01,Alter Schönefelder Weg,34054900,10381800,34054.9,10381.8,0
3602,AGLK03,Altglienicke Kirche,34091700,10496400,34091.7,10496.4,0
3603,KORK01,Korkedamm,33638500,10694000,33638.5,10694,0
3604,S13502,Schnellerstr. 135,31944500,14610500,31944.5,14610.5,0
3605,S13501,Schnellerstr. 135,31930900,14598000,31930.9,14598,0
3606,SAH01N,S Adlershof,34230900,11994300,34230.9,11994.3,0
3607,WESE02,Wegedornstr./Semmelweisstr.,33254199,10783000,33254.199,10783,0
3608,KIES01,Am Kiesberg,33351600,10618500,33351.6,10618.5,0
3609,WESE03,Wegedornstr./Semmelweisstr.,33291300,10824300,33291.3,10824.3,0
3610,RDWG03,Rudower Chaussee/Wegedornstr.,33341400,11303300,33341.4,11303.3,0
3611,SCWA04,"Schönefeld, Waltersdorfer Ch.",32695000,7694600,32695,7694.6,0
3612,ALXM05,S+U Alexanderplatz/Memhardstr.,25372700,21762800,25372.7,21762.8,0
3613,UALX02N,U Alexanderplatz,25698900,21805700,25698.9,21805.7,0
3614,ALXM04,S+U Alexanderplatz/Memhardstr.,25464000,21855800,25464,21855.8,0
3615,SPMK03,Spandauer Str./Marienkirche,25115300,21549700,25115.3,21549.7,0
3616,NIKO01,Nikolaiviertel,25219900,21003900,25219.9,21003.9,0
3617,URRA02,U Rotes Rathaus,25127000,21326900,25127,21326.9,0
3618,SFWM01,"Schönefeld, Wehrmathen",32849900,8022500,32849.9,8022.5,0
3619,SFWM02,"Schönefeld, Wehrmathen",32837600,7966200,32837.6,7966.2,0
3620,BER503,Flughafen BER - Terminal 5,32538200,6951600,32538.2,6951.6,0
3621,BER505,Flughafen BER - Terminal 5,32552900,6955900,32552.9,6955.9,0
3622,PIET06A,Pietschkerstr.,32120000,13693900,32120,13693.9,0
3623,ALXM11NA,S+U Alexanderplatz/Memhardstr.,25232200,21644700,25232.2,21644.7,0
3624,SSWS20A,S Schöneweide/Sterndamm,32135000,14014300,32135,14014.3,0
3625,ELTP02B,Elsenstr./S Treptower Park,28658500,18457900,28658.5,18457.9,0
3626,SAH06B,S Adlershof,34156900,11941100,34156.9,11941.1,0
3627,SAH12B,S Adlershof,34228000,11998100,34228,11998.1,0
3628,BER102B,Flughafen - BER Terminal 1-2,32092100,4273600,32092.1,4273.6,0
3629,SAH01BN,S Adlershof,34230900,11994300,34230.9,11994.3,0
3630,BER505B,Flughafen BER - Terminal 5,32552900,6955900,32552.9,6955.9,0
3631,SSWS17BA,S Schöneweide/Sterndamm,32119700,13878900,32119.7,13878.9,0
3632,PIET06BA,Pietschkerstr.,32120000,13693900,32120,13693.9,0
3633,ALXM11BA,S+U Alexanderplatz/Memhardstr.,25232200,21644700,25232.2,21644.7,0
3634,BF L E,Betriebshof Lichtenberg Einsetzen,31640300,21394700,31640.3,21394.7,0
3635,BF L A,Betriebshof Lichtenberg Aussetzen,31640300,21394700,31640.3,21394.7,0
3636,LIEI01,Lincolnstr./Einbecker Str.,31960900,20169800,31960.9,20169.8,0
3637,UFIM01,U Friedrichsfelde/Massower Str.,32273400,19949800,32273.4,19949.8,0
3638,RUMM01,Rummelsburger Str.,32314300,19737700,32314.3,19737.7,0
3639,LIEI02,Lincolnstr./Einbecker Str.,31996800,20153800,31996.8,20153.8,0
3640,SULB01,S+U Lichtenberg,31467400,20385900,31467.4,20385.9,0
3641,RUMM02,Rummelsburger Str.,32246300,19703600,32246.3,19703.6,0
3642,SULB10,S+U Lichtenberg,31441200,20377800,31441.2,20377.8,0
3643,UTP03,U Tierpark,33087500,18872100,33087.5,18872.1,0
3644,BALT01,Balatonstr.,32000600,19021900,32000.6,19021.9,0
3645,BALT02,Balatonstr.,32020200,19103000,32020.2,19103,0
3646,UTP01,U Tierpark,33047500,18901500,33047.5,18901.5,0
3647,UTP04,U Tierpark,33080199,18891900,33080.199,18891.9,0
3648,MESE01,Mellenseestr./Sewanstr.,32462400,18653700,32462.4,18653.7,0
3649,SEDO01,Sewanstr./Dolgenseestr.,32176100,18797200,32176.1,18797.2,0
3650,TRHT01,Treskowallee/HTW,33302800,18389500,33302.8,18389.5,0
3651,UTP05,U Tierpark,33070000,18840800,33070,18840.8,0
3652,EIRO01,Einbecker Str./Rosenfelder Str.,31675500,20319300,31675.5,20319.3,0
3653,SULB03,S+U Lichtenberg,31406000,20367900,31406,20367.9,0
3654,SEDO03,Sewanstr./Dolgenseestr.,32187100,18784800,32187.1,18784.8,0
3655,MESE02,Mellenseestr./Sewanstr.,32485200,18576800,32485.2,18576.8,0
3656,RHPF01,Rheinpfalzallee,34144900,18026700,34144.9,18026.7,0
3657,MUKH01,Museum Karlshorst,34117100,17661200,34117.1,17661.2,0
3658,MUKH02,Museum Karlshorst,34117600,17708400,34117.6,17708.4,0
3659,GRGO01,Gregoroviusweg,33297800,18513000,33297.8,18513,0
3660,NEUW01,Neuwieder Str.,33687300,18392600,33687.3,18392.6,0
3661,KZTG01,Kötztinger Str.,34071300,18432200,34071.3,18432.2,0
3662,NEUW02,Neuwieder Str.,33794300,18286000,33794.3,18286,0
3663,RHPF02,Rheinpfalzallee,34146700,18033700,34146.7,18033.7,0
3664,KZTG02,Kötztinger Str.,34101600,18438000,34101.6,18438,0
3665,RHST01,Rheinsteinstr.,33304699,17302600,33304.699,17302.6,0
3666,UFI05,U Friedrichsfelde,32322800,19828200,32322.8,19828.2,0
3667,RHST02,Rheinsteinstr.,33272699,17294800,33272.699,17294.8,0
3668,SKH01,S Karlshorst,33258800,17131000,33258.8,17131,0
3669,WAAL01,Waldowallee,33635100,17431500,33635.1,17431.5,0
3670,KPAL01,Köpenicker Allee,33969000,17600300,33969,17600.3,0
3671,WAAL02,Waldowallee,33610900,17427000,33610.9,17427,0
3672,KPAL02,Köpenicker Allee,34022800,17626800,34022.8,17626.8,0
3673,UFI02,U Friedrichsfelde,32350900,19824700,32350.9,19824.7,0
3674,IREN01,Irenenstr.,31451000,20258500,31451,20258.5,0
3675,SWMS01,Schwarzmeerstr.,32121500,19449900,32121.5,19449.9,0
3676,ERIE01,Erieseering,32889100,18650200,32889.1,18650.2,0
3677,ERIE02,Erieseering,32874300,18654000,32874.3,18654,0
3678,SWMS02,Schwarzmeerstr.,32122000,19435400,32122,19435.4,0
3679,EIRO02,Einbecker Str./Rosenfelder Str.,31700400,20247400,31700.4,20247.4,0
3680,SULB01B,S+U Lichtenberg,31467400,20385900,31467.4,20385.9,0
3681,SULB10B,S+U Lichtenberg,31441200,20377800,31441.2,20377.8,0
3682,UTP03B,U Tierpark,33087500,18872100,33087.5,18872.1,0
3683,UTP01B,U Tierpark,33047500,18901500,33047.5,18901.5,0
3684,SKH01B,S Karlshorst,33258800,17131000,33258.8,17131,0
3685,UFI02B,U Friedrichsfelde,32350900,19824700,32350.9,19824.7,0
3686,BF L E,Betriebshof Lichtenberg Einsetzen,31640300,21394700,31640.3,21394.7,0
3687,BF L A,Betriebshof Lichtenberg Aussetzen,31640300,21394700,31640.3,21394.7,0
3688,BSKS02,Baumschulenstr./Köpenicker Landstr.,30941400,15703600,30941.4,15703.6,0
3689,MGGB02,Marggraffbrücke,31094300,15564500,31094.3,15564.5,0
3690,MTBR01,Minna-Todenhagen-Brücke,31620600,15849600,31620.6,15849.6,0
3691,MTBR02,Minna-Todenhagen-Brücke,31613600,15856500,31613.6,15856.5,0
3692,WIED13,Wilhelminenhofstr./Edisonstr.,32424300,15076800,32424.3,15076.8,0
3693,SINA02,Siemensstr./Nalepastr.,32094700,15162500,32094.7,15162.5,0
3694,NAHE02,Nalepastr./Helmholtzstr.,31876200,15529600,31876.2,15529.6,0
3695,SBAW04,S Baumschulenweg,30852300,15565900,30852.3,15565.9,0
3696,NAHE01,Nalepastr./Helmholtzstr.,31940600,15392600,31940.6,15392.6,0
3697,SINA01,Siemensstr./Nalepastr.,32268800,15235500,32268.8,15235.5,0
3698,SBAW05,S Baumschulenweg,30801000,15623400,30801,15623.4,0
3699,SBAW04B,S Baumschulenweg,30852300,15565900,30852.3,15565.9,0
3700,BF L E,Betriebshof Lichtenberg Einsetzen,31640300,21394700,31640.3,21394.7,0
3701,BF L A,Betriebshof Lichtenberg Aussetzen,31640300,21394700,31640.3,21394.7,0
3702,LBPL01,Lieselotte-Berger-Platz,31994100,8482100,31994.1,8482.1,0
3703,FRNA01,Friederike-Nadig-Str.,31541800,8199299,31541.8,8199.299,0
3704,KNLL01,Knollstr.,31488365,8491208,31488.365,8491.208,0
3705,S57701,Schönefelder Str./Straße 577,31435500,8920600,31435.5,8920.6,0
3706,SCNH01,Schönefelder Str./Neuhofer Str.,31370200,9237900,31370.2,9237.9,0
3707,URUD09,U Rudow,31192200,9850500,31192.2,9850.5,0
3708,URUD06,U Rudow,31172200,9884700,31172.2,9884.7,0
3709,AHGR01,Am Hanffgraben,30962000,10108400,30962,10108.4,0
3710,EIWG01,Eichenauer Weg,31570600,9587000,31570.6,9587,0
3711,WAOS02,Waltersdorfer Ch./Ostburger Weg,31846900,9140600,31846.9,9140.6,0
3712,NKWG02,Narkauer Weg,32026300,8836700,32026.3,8836.7,0
3713,LBGS02,Lieselotte-Berger-Str.,32162600,8608800,32162.6,8608.8,0
3714,EIWG02,Eichenauer Weg,31533500,9611900,31533.5,9611.9,0
3715,NEUH02,Neuhofer Str.,31717300,9349300,31717.3,9349.3,0
3716,URUD09B,U Rudow,31192200,9850500,31192.2,9850.5,0
3717,AHGR01B,Am Hanffgraben,30962000,10108400,30962,10108.4,0
